"Project name","Project version","Project id","Version id","Channel version id","Component name",Version,"Channel version origin","Channel version origin id","Channel version origin name","Vulnerability id",Description,"Published on","Updated on","Base Score",Exploitability,Impact,"Vulnerability source","Hub Vulnerability URL","Remediation status","Remediation target date","Remediation actual date","Remediation comment",URL,Severity,"Scan date"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-0022,"Apache Tomcat 5.5.x before 5.5.35, 6.x before 6.0.34, and 7.x before 7.0.23 uses an inefficient approach for handling parameters, which allows remote attackers to cause a denial of service (CPU consumption) via a request that contains many parameters and parameter values, a different vulnerability than CVE-2011-4858.",2012-01-19,2014-03-06,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-0022",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-2733,"java/org/apache/coyote/http11/InternalNioInputBuffer.java in the HTTP NIO connector in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.28 does not properly restrict the request-header size, which allows remote attackers to cause a denial of service (memory consumption) via a large amount of header data.",2012-11-19,2016-08-23,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-2733",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-3544,"Apache Tomcat 6.x before 6.0.37 and 7.x before 7.0.30 does not properly handle chunk extensions in chunked transfer coding, which allows remote attackers to cause a denial of service by streaming data.",2016-10-06,2014-12-12,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-3544",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-3546,"org/apache/catalina/realm/RealmBase.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.30, when FORM authentication is used, allows remote attackers to bypass security-constraint checks by leveraging a previous setUserPrincipal call and then placing /j_security_check at the end of a URI.",2012-12-19,2017-05-23,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-3546",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-4431,"org/apache/catalina/filters/CsrfPreventionFilter.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.32 allows remote attackers to bypass the cross-site request forgery (CSRF) protection mechanism via a request that lacks a session identifier.",2012-12-19,2016-12-08,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-4431",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-4534,"org/apache/tomcat/util/net/NioEndpoint.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.28, when the NIO connector is used in conjunction with sendfile and HTTPS, allows remote attackers to cause a denial of service (infinite loop) by terminating the connection during the reading of a response.",2012-12-19,2017-05-23,2.6,4.9,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-4534",LOW,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-5568,"Apache Tomcat through 7.0.x allows remote attackers to cause a denial of service (daemon outage) via partial HTTP requests, as demonstrated by Slowloris.",2012-12-03,2013-03-07,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5568",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-5885,"The replay-countermeasure functionality in the HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 tracks cnonce (aka client nonce) values instead of nonce (aka server nonce) and nc (aka nonce-count) values, which makes it easier for remote attackers to bypass intended access restrictions by sniffing the network for valid requests, a different vulnerability than CVE-2011-1184.",2012-11-19,2016-08-23,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5885",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-5886,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 caches information about the authenticated user within the session state, which makes it easier for remote attackers to bypass authentication via vectors related to the session ID.",2012-11-19,2013-08-20,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5886",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2012-5887,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 does not properly check for stale nonce values in conjunction with enforcement of proper credentials, which makes it easier for remote attackers to bypass intended access restrictions by sniffing the network for valid requests.",2012-11-19,2013-08-20,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2012-5887",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2013-2185,"** DISPUTED ** The readObject method in the DiskFileItem class in Apache Tomcat and JBoss Web, as used in Red Hat JBoss Enterprise Application Platform 6.1.0 and Red Hat JBoss Portal 6.0.0, allows remote attackers to write to arbitrary files via a NULL byte in a file name in a serialized instance, a similar issue to CVE-2013-2186.  NOTE: this issue is reportedly disputed by the Apache Tomcat team, although Red Hat considers it a vulnerability. The dispute appears to regard whether it is the responsibility of applications to avoid providing untrusted data to be deserialized, or whether this class should inherently protect against this issue.",2016-11-01,2016-11-01,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-2185",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2013-4286,"Apache Tomcat before 6.0.39, 7.x before 7.0.47, and 8.x before 8.0.0-RC3, when an HTTP connector or AJP connector is used, does not properly handle certain inconsistent HTTP request headers, which allows remote attackers to trigger incorrect identification of a request's length and conduct request-smuggling attacks via (1) multiple Content-Length headers or (2) a Content-Length header and a ""Transfer-Encoding: chunked"" header.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2005-2090.",2014-02-26,2016-12-08,5.8,8.6,4.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4286",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2013-4322,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 processes chunked transfer coding without properly handling (1) a large total amount of chunked data or (2) whitespace characters in an HTTP header value within a trailer field, which allows remote attackers to cause a denial of service by streaming data.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-3544.",2016-06-24,2017-01-07,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4322",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2013-4444,"Unrestricted file upload vulnerability in Apache Tomcat 7.x before 7.0.40, in certain situations involving outdated java.io.File code and a custom JMX configuration, allows remote attackers to execute arbitrary code by uploading and accessing a JSP file.",2014-09-12,2017-01-07,6.8,8.6,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4444",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2013-4590,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 allows attackers to obtain ""Tomcat internals"" information by leveraging the presence of an untrusted web application with a context.xml, web.xml, *.jspx, *.tagx, or *.tld XML document containing an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",2016-11-18,2017-01-07,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-4590",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0075,"Integer overflow in the parseChunkHeader function in java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 allows remote attackers to cause a denial of service (resource consumption) via a malformed chunk size in chunked transfer coding of a request during the streaming of data.",2016-06-28,2017-01-07,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0075",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0096,"java/org/apache/catalina/servlets/DefaultServlet.java in the default servlet in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 does not properly restrict XSLT stylesheets, which allows remote attackers to bypass security-manager restrictions and read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",2016-06-28,2017-01-07,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0096",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0099,"Integer overflow in java/org/apache/tomcat/util/buf/Ascii.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4, when operated behind a reverse proxy, allows remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header.",2016-06-28,2017-01-07,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0099",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0119,"Apache Tomcat before 6.0.40, 7.x before 7.0.54, and 8.x before 8.0.6 does not properly constrain the class loader that accesses the XML parser used with an XSLT stylesheet, which allows remote attackers to (1) read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, or (2) read files associated with different web applications on a single Tomcat instance via a crafted web application.",2016-06-24,2017-01-07,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0119",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0227,"java/org/apache/coyote/http11/filters/ChunkedInputFilter.java in Apache Tomcat 6.x before 6.0.42, 7.x before 7.0.55, and 8.x before 8.0.9 does not properly handle attempts to continue reading data after an error has occurred, which allows remote attackers to conduct HTTP request smuggling attacks or cause a denial of service (resource consumption) by streaming data with malformed chunked transfer coding.",2016-06-24,2017-01-03,6.4,10.0,4.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0227",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-0230,"Apache Tomcat 6.x before 6.0.44, 7.x before 7.0.55, and 8.x before 8.0.9 does not properly handle cases where an HTTP response occurs before finishing the reading of an entire request body, which allows remote attackers to cause a denial of service (thread consumption) via a series of aborted upload attempts.",2015-08-10,2016-12-31,7.8,10.0,6.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0230",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2014-7810,"The Expression Language (EL) implementation in Apache Tomcat 6.x before 6.0.44, 7.x before 7.0.58, and 8.x before 8.0.16 does not properly consider the possibility of an accessible interface implemented by an inaccessible class, which allows attackers to bypass a SecurityManager protection mechanism via a web application that leverages use of incorrect privileges during EL evaluation.",2016-08-25,2016-12-31,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-7810",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2015-0254,"Apache Standard Taglibs before 1.2.3 allows remote attackers to execute arbitrary code or conduct external XML entity (XXE) attacks via a crafted XSLT extension in a (1) <x:parse> or (2) <x:transform> JSTL XML tag.",2016-08-29,2016-12-22,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-0254",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2015-5174,"Directory traversal vulnerability in RequestUtil.java in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.65, and 8.x before 8.0.27 allows remote authenticated users to bypass intended SecurityManager restrictions and list a parent directory via a /.. (slash dot dot) in a pathname used by a web application in a getResource, getResourceAsStream, or getResourcePaths call, as demonstrated by the $CATALINA_BASE/webapps directory.",2016-07-20,2016-12-06,4.0,8.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5174",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2015-5345,"The Mapper component in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.30, and 9.x before 9.0.0.M2 processes redirects before considering security constraints and Filters, which allows remote attackers to determine the existence of a directory via a URL that lacks a trailing / (slash) character.",2016-07-20,2016-12-06,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5345",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2016-0706,"Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 does not place org.apache.catalina.manager.StatusManagerServlet on the org/apache/catalina/core/RestrictedServlets.properties list, which allows remote authenticated users to bypass intended SecurityManager restrictions and read arbitrary HTTP requests, and consequently discover session ID values, via a crafted web application.",2016-08-23,2016-12-06,4.0,8.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-0706",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2016-0714,"The session-persistence implementation in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 mishandles session attributes, which allows remote authenticated users to bypass intended SecurityManager restrictions and execute arbitrary code in a privileged context via a web application that places a crafted object in a session.",2016-07-20,2016-12-06,6.5,8.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-0714",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2016-5388,"Apache Tomcat through 8.5.4, when the CGI Servlet is enabled, follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application's outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an ""httpoxy"" issue. NOTE: the vendor states ""A mitigation is planned for future releases of Tomcat, tracked as CVE-2016-5388""; in other words, this is not a CVE ID for a vulnerability.",2016-11-02,2017-02-17,5.1,4.9,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-5388",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2016-6816,"The code in Apache Tomcat 9.0.0.M1 to 9.0.0.M11, 8.5.0 to 8.5.6, 8.0.0.RC1 to 8.0.38, 7.0.0 to 7.0.72, and 6.0.0 to 6.0.47 that parsed the HTTP request line permitted invalid characters. This could be exploited, in conjunction with a proxy that also permitted the invalid characters but with a different interpretation, to inject data into the HTTP response. By manipulating the HTTP response the attacker could poison a web-cache, perform an XSS attack and/or obtain sensitive information from requests other then their own.",2017-03-23,2017-03-24,6.8,8.6,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-6816",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2016-8735,"Remote code execution is possible with Apache Tomcat before 6.0.48, 7.x before 7.0.73, 8.x before 8.0.39, 8.5.x before 8.5.7, and 9.x before 9.0.0.M12 if JmxRemoteLifecycleListener is used and an attacker can reach JMX ports. The issue exists because this listener wasn't updated for consistency with the CVE-2016-3427 Oracle patch that affected credential types.",2017-04-12,2017-04-12,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8735",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","6a95cb1e-2ee2-49d0-a707-dd4f663ccd5b",,"Apache Tomcat",6.0.18,maven,"org.apache.tomcat:annotations-api:6.0.18",6.0.18,CVE-2017-5647,"A bug in the handling of the pipelined requests in Apache Tomcat 9.0.0.M1 to 9.0.0.M18, 8.5.0 to 8.5.12, 8.0.0.RC1 to 8.0.42, 7.0.0 to 7.0.76, and 6.0.0 to 6.0.52, when send file was used, results in the pipelined request being lost when send file processing of the previous request completed. This could result in responses appearing to be sent for the wrong request. For example, a user agent that sent requests A, B and C could see the correct response for request A, the response for request C for request B and no response for request C.",2017-04-21,2017-04-21,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-5647",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,103705,"Apache Tomcat contains a flaw that allows a remote, user-assisted attacker to conduct a session fixation attack. This flaw exists because the application, when establishing a new session, does not invalidate an existing session identifier and assign a new one when handling the URI token. With a specially crafted request fixating the session identifier, a context-dependent attacker can ensure a user authenticates with the known session identifier, allowing the session to be subsequently hijacked.",2014-02-26,2016-03-28,4.3,8.6,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,103706,"Apache Tomcat contains a flaw that is triggered when handling a request for specially crafted chunked extension or a malformed header (e.g. whitespace after the : in a trailing header). This may allow a remote attacker to crash the program.",2014-02-26,2016-11-07,4.3,8.6,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,103707,"Apache Tomcat contains an XXE (Xml eXternal Entity) injection flaw that is triggered during the parsing of XML data. The issue is due to an incorrectly configured XML parser accepting XML external entities from an untrusted source. By sending specially crafted XML data, a remote attacker can gain access to potentially sensitive internal information.",2014-02-26,2016-11-07,4.3,8.6,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,103708,"Apache Tomcat contains a flaw that is triggered when handling a content-length header. This may allow a remote attacker to smuggle an HTTP request in one or more content-length headers.",2014-02-26,2016-11-07,5.8,8.6,4.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,88093,"Apache Tomcat contains a flaw that is triggered during the handling of a null session request. This may allow a remote attacker to bypass the CSRF prevention filter.",2012-12-05,2016-03-20,4.3,8.6,2.9,VULNDB,,NEW,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d072802-0788-4e8b-8d07-c8575fdf1ffd","a20668fb-f733-4186-9629-ee62cfdf4f48",,"Apache Tomcat",6.0.36,maven,"org.apache.tomcat:tomcat-i18n-fr:6.0.36",6.0.36,93252,"Apache Tomcat contains a flaw in the FORM authenticator that allows a remote, user-assisted attacker to conduct a session fixation attack. This flaw exists because the application, when establishing a new session, does not invalidate an existing session identifier and assign a new one. With a specially crafted request fixating the session identifier, a context-dependent attacker can ensure a user authenticates with the known session identifier, allowing the session to be subsequently hijacked.",2013-05-13,2016-03-23,6.8,8.6,6.4,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
